category,subcategory,name,current_price,raw_price,currency,discount,likes_count,is_new,brand,brand_url,codCountry,variation_0_color,variation_1_color,variation_0_thumbnail,variation_0_image,variation_1_thumbnail,variation_1_image,image_url,url,id,model
kids,Salopettes & Combinaisons,Barboteuses d'impression de bande dessinée de bébé pour 0-18M,18.04,45.46,USD,60,89,false,,,"ID,MY,PH,SG,TH,VN",#01,#02,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/04/A5/de2b0bf3-06d4-47ee-866d-62866033e182.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/04/A5/de2b0bf3-06d4-47ee-866d-62866033e182.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/44/4A/fa13a919-40cc-4f3d-81dc-0e044e1011c3.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/44/4A/fa13a919-40cc-4f3d-81dc-0e044e1011c3.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/28/9D/decbd813-c0ee-40bd-bfc3-cca29559e09d.jpg,https://fr.newchic.com/rompers-and-bodysuits-4702/p-1604676.html,1604676,SKUE11599
kids,Pantalons & Jupes,Combinaisons Dot Design Girls pour 2Y-11Y,26.07,65.68,USD,60,1045,false,,,"ID,MY,PH,SG,TH,VN",Noir,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F2/1E/47eb2ecc-8d7e-4414-9658-00a7a8d4c4f9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F2/1E/47eb2ecc-8d7e-4414-9658-00a7a8d4c4f9.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/20/17ae0180-48e8-4d12-9485-8846486e1f8b.jpg,https://fr.newchic.com/girls-bottoms-4671/p-1281655.html,1281655,SKU904030
kids,Maillots de bain,Ensemble de maillots de bain 3 pièces pour fille de 4ans - 13ans,24.06,60.63,USD,60,429,false,,,"ID,MY,PH,SG,TH,VN",Bleu ciel,vert,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/83/47/cf92553b-f75d-4c67-8a2f-09f468b7b5ec.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/83/47/cf92553b-f75d-4c67-8a2f-09f468b7b5ec.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A0/6B/0f90028c-604b-4977-9e60-d6472afcdf7e.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A0/6B/0f90028c-604b-4977-9e60-d6472afcdf7e.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/04/DD/24b24e9c-39c7-4620-94dd-c4f91be6d653.jpg,https://fr.newchic.com/girls-swimwear-5242/p-1333626.html,1333626,SKUA09758
kids,Coutumes & Co-ords,Ensembles de vêtements pour tout-petits garçons pour 3-11 ans,23.06,58.1,USD,60,531,false,,,"ID,MY,PH,SG,TH,VN",Noir,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6C/77/ce307051-d9c5-49f2-8d8e-67e0047e63bb.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/77/ce307051-d9c5-49f2-8d8e-67e0047e63bb.jpeg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EF/9E/50bd5196-e6c6-4501-98a6-7e0a663840fb.jpg,https://fr.newchic.com/boys-clothing-set-4935/p-1279496.html,1279496,SKU847229
kids,Tops & T-shirt,T-shirt garçon imprimé crocodile pour 2-8 ans,9.49,18.98,USD,50,30,false,,,"ID,MY,PH,SG,TH,VN",Dark Blue,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B7/92/f811284a-b5cc-408d-aec8-72da285ea60d.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B7/92/f811284a-b5cc-408d-aec8-72da285ea60d.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B7/92/f811284a-b5cc-408d-aec8-72da285ea60d.jpg,https://fr.newchic.com/kids-tops-and-t-shirt-4606/p-1664939.html,1664939,SKUE90466
kids,Brassières de grossesse,Brassière de grossesse en coton souple respirante,14.03,35.35,USD,60,1161,false,,,"ID,MY,PH,SG,TH,VN",Grey1,Coffee,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A2/11/68501721-cd76-4f81-8b43-de52f7d4c629.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A2/11/68501721-cd76-4f81-8b43-de52f7d4c629.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B1/A9/20890982-4304-4509-8447-1abe393b1430.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B1/A9/20890982-4304-4509-8447-1abe393b1430.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/04/AE/f02bc82b-4e55-4698-94e0-e04ee0ad7ae1.jpg,https://fr.newchic.com/maternity-bra-4855/p-1358567.html,1358567,SKUA40764
kids,Robes,Robe de princesse fille licorne pour 3-13 ans,29.08,73.26,USD,60,977,false,,,"ID,MY,PH,SG,TH,VN",Jaune,Violet,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/DF/17/7237c535-a079-4827-9d60-bdaeb36e7612.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DF/17/7237c535-a079-4827-9d60-bdaeb36e7612.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/2A/CF/0db94595-de68-468e-8e9a-db33a6079a7f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2A/CF/0db94595-de68-468e-8e9a-db33a6079a7f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2A/CF/0db94595-de68-468e-8e9a-db33a6079a7f.jpg,https://fr.newchic.com/dresses-4670/p-1448500.html,1448500,SKUB66991
kids,Tops & T-shirt,T-shirt d'été pour garçon dinosaure pour 2-10 ans,11.52,29.04,USD,60,44,false,,,"ID,MY,PH,SG,TH,VN",Green,Blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/18/FE/aa09dd74-068e-4083-8ab8-dc9030eee606.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/18/FE/aa09dd74-068e-4083-8ab8-dc9030eee606.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/96/55/10dcd6bc-21ff-497d-a693-5970a28d1083.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/96/55/10dcd6bc-21ff-497d-a693-5970a28d1083.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/96/55/10dcd6bc-21ff-497d-a693-5970a28d1083.jpg,https://fr.newchic.com/kids-tops-and-t-shirt-4606/p-1664940.html,1664940,SKUE90499
kids,Costume & Jupe-culotte,Ensemble d'impression de tournesol pour fille pour 1-7 ans,18.49,36.98,USD,50,73,false,,,"ID,MY,PH,SG,TH,VN",Yellow,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/8F/AC/4c759553-1fad-4b82-929b-d2735a7f17df.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/AC/4c759553-1fad-4b82-929b-d2735a7f17df.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/AC/4c759553-1fad-4b82-929b-d2735a7f17df.jpg,https://fr.newchic.com/girls-clothing-sets-4934/p-1674344.html,1674344,SKUF10459
kids,Pyjamas,Pyjama rayé dinosaure garçon pour 1 à 7 ans,17.49,34.98,USD,50,29,false,,,"ID,MY,PH,SG,TH,VN",Gray,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/DD/7A/662ea2a9-0bb1-42f7-9e1b-ad97d108b8e8.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DD/7A/662ea2a9-0bb1-42f7-9e1b-ad97d108b8e8.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DD/7A/662ea2a9-0bb1-42f7-9e1b-ad97d108b8e8.jpg,https://fr.newchic.com/pajamas-6169/p-1662735.html,1662735,SKUE94071
kids,Robes,Robe pour fille de 2-8 ans,28.07,70.73,USD,60,602,false,,,"ID,MY,PH,SG,TH,VN",blanc,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A8/B1/b53622a9-21d5-40db-a723-fd50253ed416.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A8/B1/b53622a9-21d5-40db-a723-fd50253ed416.jpeg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A8/B1/b53622a9-21d5-40db-a723-fd50253ed416.jpeg,https://fr.newchic.com/dresses-4670/p-1268210.html,1268210,SKU890651
kids,Flats & Loafers,Unisexe Enfants Comfy Respirant Soft Semelle Décontractée Slip On Chaussures Plates,18,40.99,USD,56,20,false,,,"ID,MY,PH,SG,TH,VN",White,Red,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/35/1D/f3436359-7cd6-466e-a5aa-41d8587e8c94.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/35/1D/f3436359-7cd6-466e-a5aa-41d8587e8c94.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/82/0C/d36837d3-0426-48e8-8f14-7ab6b94289cd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/82/0C/d36837d3-0426-48e8-8f14-7ab6b94289cd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B9/92/48d2c82a-983c-4100-a810-0ab5f32fa474.jpg,https://fr.newchic.com/flats-and-loafers-12120/p-1694703.html,1694703,SKUF43907
kids,Robes,Robe à bretelles Flower Girl pour 1 à 7 ans,20.05,50.52,USD,60,327,false,,,"ID,MY,PH,SG,TH,VN",rouge,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6C/03/82dfd16a-685a-405d-a84e-542ec09fab1d.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/03/82dfd16a-685a-405d-a84e-542ec09fab1d.JPG,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C4/EC/b526836a-69cb-4e81-8770-54903e0c3d23.jpg,https://fr.newchic.com/dresses-4670/p-1447479.html,1447479,SKUB67023
kids,Sandals,Unisexe Kids Classic Tie-Dye Hole Garden Water Clog Shoes,12.42,23.84,USD,48,9,false,,,"ID,MY,PH,SG,TH,VN",Pink,White,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/26/C4/ff5804cc-9866-4fbf-a0ac-bd9c633dc8aa.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/C4/ff5804cc-9866-4fbf-a0ac-bd9c633dc8aa.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/18/9E/c7bbd5ae-5d54-4259-b3b2-1be51aaeecce.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/18/9E/c7bbd5ae-5d54-4259-b3b2-1be51aaeecce.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/58/0A/e801e7a2-2b52-4e6b-b2c4-0271d45192d1.jpg,https://fr.newchic.com/sandals-12132/p-1704681.html,1704681,SKUF59760
kids,Brassières de grossesse,Soutien-gorge d'allaitement maternité boutonné devant,19.05,47.99,USD,60,333,false,,,"ID,MY,PH,SG,TH,VN",Pink,Black,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/45/87/45e29575-4f80-47e7-84fe-d3b4461e55ad.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/45/87/45e29575-4f80-47e7-84fe-d3b4461e55ad.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/1D/A2/7a6e3eb0-c163-4464-a912-5e9486f4f97f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/1D/A2/7a6e3eb0-c163-4464-a912-5e9486f4f97f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/69/EF/576ae464-457c-471f-b69d-a47b4f870471.jpg,https://fr.newchic.com/maternity-bra-4855/p-1573105.html,1573105,SKUD61239
kids,Costume & Jupe-culotte,Ensemble gilet et pantalon à volants pour fille pour 1-7 ans,18.55,36.98,USD,50,91,false,,,"ID,MY,PH,SG,TH,VN",Blue,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/D8/6E/475d5c13-b4e7-472f-b7d8-bf345eb1aaa2.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D8/6E/475d5c13-b4e7-472f-b7d8-bf345eb1aaa2.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D8/6E/475d5c13-b4e7-472f-b7d8-bf345eb1aaa2.jpg,https://fr.newchic.com/girls-clothing-sets-4934/p-1663289.html,1663289,SKUE96976
